year,time,Location,coal_CF,solar_CF,wind_CF,batteries_CF,natgas_CF,,,,Resource,CF,Adjusted factor,Adjusted CF,,Arizona,WACO
2020,2263,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2264,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2265,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2266,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2267,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2268,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2269,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2270,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2271,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2272,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2273,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2274,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2275,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2276,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2277,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2278,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2279,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2280,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2281,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2282,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2283,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2284,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2285,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2286,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2287,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2288,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2289,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2290,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2291,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2292,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2293,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2294,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2295,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2296,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2297,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2298,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2299,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2300,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2301,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2302,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2303,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2304,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2305,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2306,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2307,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2308,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2309,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2310,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2311,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2312,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2313,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2314,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2315,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2316,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2317,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2318,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2319,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2320,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2321,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2322,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2323,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2324,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2325,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2326,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2327,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2328,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2329,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2330,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2331,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2332,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2333,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2334,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2335,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2336,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2337,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2338,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2339,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2340,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2341,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2342,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2343,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2344,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2345,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2346,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2347,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2348,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2349,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2350,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2351,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2352,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2353,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2354,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2355,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2356,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2357,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2358,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2359,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2360,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2361,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2362,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2363,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2364,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2365,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2366,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2367,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2368,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2369,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2370,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2371,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2372,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2373,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2374,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2375,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2376,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2377,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2378,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2379,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2380,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2381,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2382,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2383,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2384,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2385,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2386,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2387,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2388,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2389,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2390,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2391,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2392,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2393,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2394,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2395,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2396,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2397,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2398,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2399,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2400,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2401,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2402,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2403,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2404,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2405,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2406,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2407,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2408,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2409,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2410,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2411,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2412,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2413,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2414,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2415,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2416,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2417,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2418,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2419,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2420,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2421,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2422,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2423,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2424,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2425,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2426,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2427,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2428,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2429,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2430,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2431,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2432,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2433,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2434,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2435,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2436,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2437,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2438,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2439,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2440,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2441,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2442,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2443,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2444,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2445,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2446,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2447,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2448,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2449,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2450,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2451,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2452,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2453,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2454,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2455,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2456,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2457,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2458,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2459,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2460,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2461,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2462,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2463,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2464,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2465,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2466,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2467,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2468,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2469,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2470,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2471,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2472,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2473,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2474,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2475,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2476,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2477,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2478,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2479,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2480,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2481,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2482,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2483,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2484,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2485,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2486,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2487,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2488,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2489,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2490,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2491,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2492,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2493,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2494,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2495,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2496,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2497,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2498,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2499,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2500,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2501,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2502,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2503,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2504,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2505,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2506,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2507,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2508,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2509,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2510,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2511,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2512,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2513,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2514,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2515,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2516,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2517,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2518,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2519,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2520,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2521,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2522,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2523,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2524,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2525,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2526,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2527,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2528,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2529,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2530,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2531,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2532,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2533,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2534,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2535,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2536,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2537,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2538,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2539,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2540,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2541,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2542,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2543,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2544,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2545,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2546,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2547,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2548,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2549,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2550,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2551,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2552,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2553,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2554,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2555,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2556,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2557,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2558,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2559,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2560,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2561,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2562,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2563,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2564,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2565,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2566,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2567,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2568,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2569,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2570,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2571,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2572,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2573,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2574,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2575,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2576,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2577,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2578,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2579,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2580,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2581,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2582,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2583,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2584,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2585,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2586,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2587,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2588,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2589,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2590,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2591,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2592,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2593,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2594,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2595,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2596,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2597,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2598,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2599,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2600,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2601,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2602,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2603,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2604,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2605,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2606,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2607,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2608,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2609,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
2020,2610,WCO,0.33,0.37,0.31,0.62,0.86,,,,,,,,,,
